id,username,post,ticker
176,Andrey Da,покупашка сломалсякто последний тот папа,YNDX
177,Dmitriklim,"Оставляю скрин своей позиции для поддержания настроения 😊Smart Investors, а как позиция в Газпроме поживает?",YNDX
178,master1,"Яндекс разволновка. Нужна критика.Год в датах 2023Движение импульсом вверхначало 16.031 волна 27.042 волна 03.053 волна 22.054 волна 25.055 волна 29.05 или продолжается.Сейчас или 5я волна или началась коррекция к импульсу.Что думаете? Посмотрите пожалуйста свои графики.Добавьте пожалуйста посту до 15 плюсов, чтобы он попал на первую страницу, если вам интересна эта тема.Авто-репост. Читать в блоге>>>",YNDX
179,Виктор Вебер,Яндекс-шландекс давай уже расти вверх паскуда...)),YNDX
180,Дмитрий М,Хорошо с утра вниз прокатили.,YNDX
181,khornickjaadle,"Оставляю скрин своей позиции для поддержания настроения 😊Smart Investors, Молодца, так держать! У меня тож плюсик сегодня по АФК, процента 2 поднял.",YNDX
182,Smart Investors,Оставляю скрин своей позиции для поддержания настроения 😊,YNDX
183,dimkaone1,IT без конкурентовМой телеграмм:t.me/mirINVESToneАвто-репост. Читать в блоге>>>,YNDX
184,Ленивый инвестор,"Оценка Яндекса 3000 или 1500?Друзья Назара сняли видео, где рассказали, что кэшин от Яндекса будет по цене 3000, при этом не последний Тимофей на смартлабе считает, что рос бизнес компании оценили в 1500 рублей на акцию (7 млрд долларов).Непонятно, как два опытных рыночника могут иметь столь разные точки зрения на факты, описанные в статье Блумберга. Помогите разобраться какова оценка Яндекса до применения дисконта.Авто-репост. Читать в блоге>>>",YNDX
185,Мираж,Яндекс карты )))границы гос-в где ?,YNDX
186,Константин Двинский,"""Яндекс"" прёт как танк. Разбор финансов и перспектив компанииБумаги IT-компании «Яндекс» традиционно являются одними из наиболее популярных среди российских участников фондового рынка. Уверенно входят в ТОП-10 ценных бумаг.Однако в 2022 году ситуация с компаниями, которые представлены не акциями, а депозитарными расписками и структурированы через офшорную юрисдикцию, резко усложнилась. «Яндекс» исключением не стал.Инвесторы с опасением покупали бумаги компании, несмотря на продолжающийся уверенный рост всех показателей. Например, по итогам 2022 года выручка IT-гиганта увеличилась на 46,4% до 521,7 млрд рублей. За первый квартал этого года прирост составил ещё 54% (рост со 106 до 163,3 млрд рублей).Однако котировки «Яндекса» сейчас практически в три (!) раза меньше, чем на пике осенью 2021 года.Впрочем, вопрос юрисдикции может в скором времени решиться. Блумберг сообщает, что миноритариям, владеющим депозитарными расписками, предложат три варианта: сохранить долю в голландской Yandex N.V., которая будет выделена в отдельный бизнес с небольшим количеством направлений, забрать деньги (надо понимать, будет произведен обратный выкуп), либо обменять расписки на акции уже непосредственно российской компании, которая, как сообщается, будет зарегистрирована в САР в Калининграде.Авто-репост. Читать в блоге>>>",YNDX
187,Maxkurs,"Яндекс: есть чем похвастаться#ЯндексТаймфрейм: 4HПару месяцев назад советовал купить яшку по 1900: t.me/waves89/4915. Сейчас он стоит 233...Игорь Терещенков, российский рынок не кризисный, многие бумаги переписали свои исторические хаи",YNDX
188,master1,"ВТБ и сделка по Яндексу. Не скоро.Комментируя потенциальное влияние на финрезультаты ВТБ обсуждаемой сейчас инвестиции в «Яндекс», зампред ВТБ Пьянов сказал: «Вы знаете, какой у нас баланс, мы эту покупку не заметим с точки зрения ликвидности».Он подчеркнул, что сейчас эта сделка на самом начальном этапе. Профинансировать покупку доли в «Яндексе» ВТБ мог бы за счет привлеченных средств. «Поскольку это не финансовое юридическое лицо, то источником не будет капитал банка, а привлеченные средства, средства клиентов», — пояснил зампред ВТБ.www.interfax.ru/business/903402Авто-репост. Читать в блоге>>>",YNDX
189,Игорь Терещенков,"Яндекс: есть чем похвастаться#ЯндексТаймфрейм: 4HПару месяцев назад советовал купить яшку по 1900:t.me/waves89/4915.Сейчас он стоит 2330. Почти 25% рост на кризисном российском рынке за такой короткий период. Неплохо? Я думаю да.Но это только начало – недавно подтвердился выход вверх из треугольника [b], и теперь я рассчитываю закрыть позиции по 3200, а стоп стоит уже в безубытке.Авто-репост. Читать в блоге>>>",YNDX
190,Все Верно,Переговоры ВТБ о покупке доли в Яндексе находятся на самом начальном этапе - зампред правления банка ПьяновГОДОВОЕ СОБРАНИЕ АКЦИОНЕРОВ ВТБ ПЛАНИРУЕТСЯ ПРОВЕСТИ В КОНЦЕ ИЮНЯ — ТОП-МЕНЕДЖЕР БАНКА — ТАССАвто-репост. Читать в блоге>>>,YNDX
191,stanislava,"У миноритариев Яндекса может быть несколько вариантов действий - СинараПо сообщениям СМИ, миноритарным акционерам Yandex может быть предложено несколько вариантов действий в ходе реорганизации, в том числе обмен акций на прямое участие в бизнесе в РФ или выкуп. Так может быть устранен основной структурный риск для российских миноритариев. Справедливую стоимость компании могут оценить в ~2500 руб./акцию, если контрольный пакет в российском бизнесе будет продан за $7,5 млрд, что предполагает умеренный потенциал роста с текущих ценовых уровней на МосБирже.Возможность конвертировать бумаги Yandex в акции российской компании создаст дополнительный потенциал роста (как и развитие международного бизнеса, который мы консервативно оцениваем на уровне ноля). Для некоторых нероссийских миноритариев лучшим выбором может стать выкуп или сохранение акций Yandex N.V. (которая в любом случае может быть оценена на уровне как минимум вдвое выше OTC-котировок).Авто-репост. Читать в блоге>>>",YNDX
192,Вася Баффет,"Всем, кто воодушевился и перевозбудился от последних событий в Яндексе, напоминаю. Остыньте. Покупая Яндекс на Мосбирже, вы покупаете акции голландской компании. Благодарю за внимание.",YNDX
193,юрий,"Будущее Яндекса не завидно, а Вконтакте ждет расцвет.Яндекс не выдержал, после раздела его ждет упадок, любой исход раздела компании не сули...Максим Александрович, вк — гэбэшная клоака… они могут отжимать, не созидать",YNDX
194,stanislava,"Прогресс в реструктуризации позитивен для Яндекса - АтонКомментарии Яндекса по реструктуризацииВ связи с недавними сообщениями в СМИ, Компания подтверждает следующее:1. Она получила заявки на покупку от ряда потенциальных инвесторов.2. Эти заявки касаются приобретения экономической доли в бизнесах, тогда как контроль сохранит за собой менеджмент.3. Совет директоров пока не принял решения по инвестиционным предложениям.4. Совет директоров продолжает анализировать многочисленные опции, которые потенциально могут быть предложены существующим акционерам. Вчера Bloomberg сообщал, что инвесторам может быть предложен выбор между сохранением доли в российском бизнесе, получением денег или доли в международных стартапах компании.Прогресс в реструктуризации позитивен для компании, хотя принципиальные параметры пока не подтверждены. Утверждение Bloomberg о потенциальных опциях, которые могут быть предложены инвесторам, представляется логичным, но пока не подтверждается Яндексом. Важно отметить, что Яндекс подтвердил свое намерение оставить контроль в руках менеджмента, что должно помочь сохранить его корпоративную культуру и фокус на существующей стратегии.АтонАвто-репост. Читать в блоге>>>",YNDX
195,Сергей Пирогов,"Яндекс: Возможен обмен акций иностранной компании на российскуюВ предыдущей статье мы разбирали ситуацию с разделением бизнеса, от которой российские держатели «Яндекса» не выигрывают. Там же мы упоминали, что все поменяется, если будет реализована схема конвертации акций нидерландской компании в акции новой российской структуры. В таком случае уйдёт дисконт за инфраструктурный риск, и фундаментальный потенциал роста «Яндекса» сможет реализоваться. Сегодня появились новости, которые повышают вероятность такого сценария.По информации Bloomberg, инвесторы Yandex NV (нидерландской компании, которая владеет российским «Яндексом» и торгуется на Мосбирже) смогут при желании обменять свои акции на акции в российском «Яндексе», если материнская компания согласится продать контрольный пакет. Если исходить из этой информации, у инвесторов также будет выбор — остаться инвестором иностранной компании, которой отойдут международные стартапы, или продать акции. На этих новостях акции «Яндекса» сегодня выросли приблизительно на 5%.Авто-репост. Читать в блоге>>>",YNDX
196,Национальное Достояние,"2 слова про Yandex.В последнее время цена $YNDX подрасла примерно на 9%, на новостях о том, будто появилась определённость, что будет решен вопрос с юрисдикцией, разделением и выкупом пакета Яндекс.25 мая 2023 года «Яндекс»подтвердил, что компания получила от потенциальных инвесторов заявки на покупку различных пакетов экономической доли в компании. Заявки уже рассмотрел совет директоров, их проверят на соответствие санкционным ограничениям. «Яндекс» исключил переход контроля над компанией к новым инвесторам.Но с точки зрения стоимостного инвестора, это несущественно, его должно интересовать реальное положение дел, состоятельность бизнес-модели, клиентская база, конкуренция и т.д.Первое2022 год, март. Произошла крупнейшая в истории компании утечка, в неё попали заказы, сделанные с 19.06.2021 по 04.02.2022. В архиве оказалось в общей сложности 49,4 млн строк. Подсчёт уникальных номеров показал следующие результаты: 6 882 230 телефонных номеров из России (почти все регионы) и Казахстана, 206 725 номеров из Беларуси.Авто-репост. Читать в блоге>>>",YNDX
197,Максим Александрович,"Будущее Яндекса не завидно,а  Вконтакте ждет расцвет.Яндекс не выдержал, после раздела его ждет упадок, любой исход раздела компании не сулит ничего инвесторам кроме убытков и отсутствия внятной стратегии развития, технологии раздербанят а команда разработчиков будет потеряна или переманена другими компаниями.В тоже время Вконтакте, пользуется ситуацией, разрабатывает новые продукты(ВК видео, ВК Знакомства, Игровую платформу).Разница  корпаративного управления на лицо.Кто будет управлять будущим развитием российского сегмента Яндекса, текущий совет директоров? врятли , их ждут будущие приближенные к государству собственники, которые врятли будут в позиции «безвольных акционеров».Авто-репост. Читать в блоге>>>",YNDX
198,master1,"Странные новости по ЯндексуПоследние новости, на которых и был рост Яндекса, не были позитивными для компании. Об этом здесь уже многие написали.Рост от 19.05.23 уже слили и тут пришла ещё одна новость:smart-lab.ru/blog/906636.phpsmart-lab.ru/blog/906781.phpЯкобы с простыми акционерами нидерландского Яндекса могут поделиться ДОЛЯМИ в российском бизнесе или дадут денег. Новость без указания источника и, лишь, как один из вариантов.Где позитив про акции?Акции или, скорее, ДОЛИ, на бирже торговаться не будут. Детский мир помните?Где позитив про деньги?Как получить деньги из королевства Нидерландов?Даже если придумают как, то дисконт 50% или больше. И, вообще, когда нидерландской Яндекс делился деньгами? Стартапы то развивать надо.Добавьте пожалуйста посту до 15 плюсов, чтобы он попал на первую страницу.Яндекс и особенности нидерландского законодательства. В России такого пока нет.smart-lab.ru/blog/906860.phpАвто-репост. Читать в блоге>>>",YNDX
199,master1,"Яндекс и особенности нидерландского законодательства. В России такого пока нет.Я, когда-то читал, почему для места регистрации Яндекса было выбрано королевство НидерландовОдна из причин — возможность разного класса акций. Один из основателей, контролирует не очень много акций, но зато очень много голосов.В российском законодательстве такого нет. Поэтому для контроля над обществом придется кому-то покупать именно контрольный пакет по одинаковым акциям.Авто-репост. Читать в блоге>>>",YNDX
200,Smart Investors,"Кто плохо учился техническому анализу, тот боится и сливается с мелкой прибылью.А скромные и умные заберут десятки процентов, как обычно 😏Оставляю свою позицию 😍",YNDX
201,Николай Иванов,"Любите риск? А вот он. В нидерландском Яндексе.1. Не платили дивидендов и, насколько мне известно, не собираются. Всё в развитие. Как Газпро...master1,первые 4 аргумента верны. Кроме 5го.Размер экономики рунета в 2022 году составил 12,8 трлн(вырос на 29%) рост по данным этого года тоже 29%. При падении темпов роста Рунета до 15% в год к 2035 годуоборот рунета составит 120 трлн рублей(пессимистичный сценарий 200 трлн оптимистичный). конкурентов за этот рынок у Яндекса мало. только Вайлдберрис и Озон. ВК — очень слабый игрок. Ну плюс появиться 1-2 новых игрока. Так что 20-30% это этих 120 трлн Яндекс заберет. то есть 25-35трлн оборота и 7-10 трлн выручки, 2-3 трлн прибыли (по пессимистичным сценариям) и 40-60трлн оборота и 13-20 трлн выручки 4-6 трлн прибыли (по оптимистичным сценариям).Вот тогда и стоит ждать дивидендов. Яндекс это инвестиция в долгую — по сути это конгломерат стартапов + 2 зрелых бизнеса.(имеющих монопольное положение на рынке). Никаких дивидендов ближайшие 10 лет ждать не стоит. (да и платить их глупо)Если бы не непонятки с разделением, то Яндекс должен стоить уже сейчас 5-7 трлн и расти каждый год примерно на размер роста выручки ближайшие 10 лет.",YNDX
202,master1,"Любите риск? А вот он. В нидерландском Яндексе.1. Не платили дивидендов и, насколько мне известно, не собираются. Всё в развитие. Как Газпром, строит трубопроводы, но, в отличие от Газпрома, без дивидендов.2. Расписки иностранной компании из королевства Нидерландов. Дивиденды оттуда как получать, даже если бы их платили? Или компенсацию за акции, пока воображаемую, но уже с дисконтом 50%.3. Всё, что мы знаем про разделение компании, это слухи от Блумбергаsmart-lab.ru/blog/906636.php, основанные на неизвестных и неназываемых источниках и сообщение компании, что предложения поступили.4. Не факт, что российская компания будет публичной, скорее ООО или закрытое АО (с открытым много лишних затрат и мороки). И, скорее всего, на бирже она торговаться не будет (это в маловероятном случае, если поменяют нидерландскую акцию на долю в этом ООО).5. Про перспективы российского Яндекса (хорошая, кстати, компания) — с уходом иностранных рекламодателей, что сейчас с рынком рекламы? Директ, вещь хорошая, но при недостатке денег, сокращают рекламу и новое строительство.Авто-репост. Читать в блоге>>>",YNDX
203,Константин Дубровин,господа не раслабляйтесь.в россии долю в ооо могут иметь максимум 100 человекинформации о реорганизации ооо яндекс в пао ( листинг на бирже и все такое) а получить долю в непубличном акционерном обществе… так себе удовольствие.дальшепредположим вам как то удаётся получить долю в ооо яндекса зачем. получив долю в голландской яндекс у вас будет международный бизнес + та же самая доля ( 49%) в российском подразделении...?зачем менять акцию международной компании с долей в российском подразделении на просто долю в российском подразделении?,YNDX
204,Михаил,"🌐 Могут ли выдохнуть российские инвесторы Яндекса?Акционерам нидерландской Yandex N.V. могут предложить на выбор три варианта действий при разделении российского и международного бизнесов:👉 Сохранить долю в российском подразделении.👉 Взять наличные.👉 Получить акции международных стартапов компании.Это главнейший риск в акциях 😨 Если этот риск уйдёт и будет официальная информация, что российские акционеры получают долю в новом российском Яндексе, акции 🚀 в космосТем временем, Яндексу еще высоко идти до EMA, где уже все активы кроме Яндекса 🔥❗️Важно понимать, что такой исход — это пока что не факт, а лишь вероятность.P.S. Возможность для инвестиции без комиссии по РФ рынку окончательно закрывается с 1 июня*не является ИИРИсточник: Телеграмм канал Дивидендный обозревательt.me/+L-8JEsUeSbs5NzFiАвто-репост. Читать в блоге>>>",YNDX
205,Voroshilov095,Яндекс заканчивает набор позиции!К вечеру выходит информация о предварительном разделении активов и для удешевления покупки ожидается снижение стоимости! См Трлеграм,YNDX
206,Voroshilov095,Все,YNDX
207,Territory of Trading,✅ЯндексЦенадошладо зоны покупок и состоялась реакция. Эту реакцию надо затестить и при слабых продажах могут заряжать дальше доцели.Тг:https://t.me/+F6Ka767DDgFhZGQyАвто-репост. Читать в блоге>>>,YNDX
208,Редактор Боб,"""Яндекс"" изучает заявки инвесторов, контрольный пакет сохранится за менеджментом«Яндекс» впервые официально заявил о получении заявок на покупку долей в компании от потенциальных инвесторов, подчеркнув, что экономическая контрольная доля будет сохранена за менеджерами.Окончательное решение о потенциальном составе инвесторов еще не принято, сообщила компания.«Все заявки уже рассмотрел совет директоров. Они также будут проверены на соответствие санкционным ограничениям», — говорится в сообщении.www.interfax.ru/business/903239Авто-репост. Читать в блоге>>>",YNDX
209,Яндекс,"Заявление Яндекса о планируемой реструктуризации компанииЯндекс считает необходимым прокомментировать публикации в ряде СМИ о возможной реструктуризации компании.По итогам прошедшего Совета директоров компания может подтвердить следующее:1. Яндекс получил от потенциальных инвесторов заявки на покупку различных пакетов экономической доли в компании.Все заявки уже рассмотрел Совет директоров. Они также будут проверены на соответствие санкционным ограничениям.2. Новые экономические инвесторы не будут иметь контроля над компанией. Как и при текущей корпоративной структуре, контроль сохранит за собой менеджмент Яндекса.3. Окончательное решение о потенциальном составе экономических инвесторов пока не принято.Яндекс раскроет все детали, включая список экономических инвесторов, когда это будет возможно.4. Бизнесы автономных автомобилей, облачных технологий, образовательных сервисов и платформы по разметке данных продолжат работу на российском рынке.Их международные части будут выделены в самостоятельные компании под управлением Yandex N.V.Авто-репост. Читать в блоге>>>",YNDX
210,Все Верно,"Яндекс подтвердил получение заявок на покупку ""различных пакетов"" в компании, контроль сохранится за менеджментомЯНДЕКС ПОДТВЕРДИЛ ПОЛУЧЕНИЕ ЗАЯВОК НА ПОКУПКУ «РАЗЛИЧНЫХ ПАКЕТОВ» В КОМПАНИИ, КОНТРОЛЬ СОХРАНИТСЯ ЗА МЕНЕДЖМЕНТОМЗАЯВКИ ПОТЕНЦИАЛЬНЫХ ИНВЕСТОРОВ НА ДОЛИ В ЯНДЕКСЕ БУДУТ ПРОВЕРЕНЫ НА СООТВЕТСТВИЕ САНКЦИОННЫМ ОГРАНИЧЕНИЯМОКОНЧАТЕЛЬНОЕ РЕШЕНИЕ О ПОТЕНЦИАЛЬНОМ СОСТАВЕ ИНВЕСТОРОВ ЯНДЕКСА ПОКА НЕ ПРИНЯТО— КОМПАНИЯ — ИНТЕРФАКСБИЗНЕСЫ АВТОНОМНЫХ АВТОМОБИЛЕЙ, ОБЛАЧНЫХ ТЕХНОЛОГИЙ И ОБРАЗОВАТЕЛЬНЫХ СЕРВИСОВ «ЯНДЕКСА» ПРОДОЛЖАТ РАБОТУ НА РЫНКЕ РФ — КОМПАНИЯАвто-репост. Читать в блоге>>>",YNDX
211,Дмитрий М,"Фиксируем и уходим, кто останется потеряет денежки.",YNDX
212,Maxkurs,"Яндекс вам не ВТБ!Оказывается Яндекс не будет кидать акционеров. Оказывается компания предложит инвесторам три альтернативы, а те уже ...Виктор Петров, делистинг будет после выкупа",YNDX
213,Виктор Петров,"Яндекс вам не ВТБ!Оказывается Яндекс не будет кидать акционеров. Оказывается компания предложит инвесторам три альтернативы, а те уже сами выберут как забрать или заработать деньги на акциях.Как вы помните, пила Дружба собиралась раздербанить российский стартам иностранной регистрации — Яндекс. Конечно боль перспективы отстрельнула в поясницу, сердце и печень. Особенно в последнее, из-за чего впоследствии выросли акции Белуга. Так вот. Средикрииминальныхинвесторских кругов шла пропаганда о том, что Яндекс кинет акционеров и наши ребята останутся ни с чем, а точнее с носом. Но лучше с ним, чем без него. Теперь же, как оказалось, Яндекс будет предлагать выбор:Сохранить долю в российской части компанииЗабрать деньгиЗабрать акции международных стартапов компанииПравда финальное решение не принято. Да и лица, что об этом сообщили сказали, что окончательного решения ещё не принято, поэтому просили не называть их имён, не показывать лица и не приезжать в гости после часа ночи.Авто-репост. Читать в блоге>>>",YNDX
214,Роман Ранний,"📈Яндекс прибавляет более 4.5%, Инвесторам при разделении бизнеса компании на российский и зарубежный предложат выбор📈Яндекс+4.2% В лидерах роста, в моменте котировки прибавляют более 4.5%. Bloomberg сообщает, что инвесторам при разделении бизнеса компании на российский и зарубежный предложат выбор – сохранить долю в российском бизнесе компании, получить денежное возмещение за ценные бумаги или долю в международных стартапах.www.bloomberg.com/news/articles/2023-05-25/yandex-to-offer-investors-choice-of-russian-or-foreign-assetsАвто-репост. Читать в блоге>>>",YNDX
215,Все Верно,"Яндекс предложит инвесторам на выбор российские или зарубежные активы — BloombergИнвесторы Yandex NV смогут выбрать, сохранить ли долю в прибыльном российском бизнесе компании, взять наличные или получить долю в ее международных стартапахwww.bloomberg.com/news/articles/2023-05-25/yandex-to-offer-investors-choice-of-russian-or-foreign-assetsАвто-репост. Читать в блоге>>>",YNDX
216,khornickjaadle,"Янд проснулся, пошли покупки.",YNDX
217,Абросимов Павел,"📌Данные:#YNDX Яндекс предложит инвесторам на выбор российские или зарубежные активы📈На этом событие цена из клина на 1Ч ТФ выходит вверхТренд идет восходящий, поэтому ожидаем отработку уровней 2500рИНФОРМАЦИЯ ВЗЯТА ИЗ КАНАЛАt.me/+UwUeMEXAPHY1Mzdi",YNDX
218,Юрий,"Николай Панасенко, яшка + тинек = нормальная синергия получалась. А теперь Костин с его «эфективным» менеджментом… он там нужен как пятая но...neu, костин… это дааа…",YNDX
219,neu,"neu, вроде все говорили бежать из акцииНиколай Панасенко, яшка + тинек = нормальная синергия получалась. А теперь Костин с его «эфективным» менеджментом… он там нужен как пятая нога.",YNDX
220,master1,"Костин заявил об интересе ВТБ к покупке доли в Яндексе в составе консорциума инвесторов«По поводу „Яндекса“: мы участники большого консорциума, да», — сказал он. По словам Костина, доля ВТБ «еще будет обсуждаться».Костин не назвал сумму потенциальной сделки и ее сроки, при этом на уточняющий вопрос, может ли быть решен вопрос покупки доли в «Яндексе» до конца года, ответил: «Я думаю, что конечно».Позднее ВТБ уточнил, что окончательное решение по этому вопросу еще не принято. «ВТБ заинтересован в покупке доли в российском „Яндексе“ в составе консорциума, подал соответствующую заявку, однако финальное решение о вхождении банка в сделку будет приниматься по итогам переговоров о доле, сумме и других условиях», — сообщили «Интерфаксу» в пресс-службе банка.Основным акционером «Яндекса» является семейный траст, учрежденный сооснователем компании Аркадием Воложем. Фонду принадлежит 8,5% капитала «Яндекса» и 45,1% голосов (в июне прошлого года он перестал принимать решения по голосованию акциями, теперь голос учитывается исходя из рекомендаций совета директоров). Free float составляет 87,9% капитала (46,5% голосов).Авто-репост. Читать в блоге>>>",YNDX
221,Николай Панасенко,"жесть, а так все хорошо начиналось.neu, вроде все говорили бежать из акции",YNDX
222,neu,"жесть, а так все хорошо начиналось.",YNDX
223,Все Верно,"В консорциум потенциальных покупателей Яндекса также входит Российский фонд прямых инвестиций (РФПИ) — ForbesПо словам источника Forbes, знакомого с процессом сделки по покупке доли в российском «Яндексе», в консорциум потенциальных покупателей также входит Российский фонд прямых инвестиций (РФПИ). Он также рассказал об участии в переговорах Владимира Потанина и ВТБ.В пресс-службе РФПИ отказались от комментариев.Роман Абрамович, по словам источника Forbes, отказался от участия в сделке.t.me/forbesrussia/52059Авто-репост. Читать в блоге>>>",YNDX
224,XXX★,"ВТБ покупает яндекс? Чем ВТБ похож на страну попрошайку.Качество скриншота так себе. Какое есть, суть не в этом. Мне нравится ВТБ. Они «кидают» миноровбесконечными допками, не платят по долгам просто потому что могут (https://smart-lab.ru/blog/disclosure/905618.php).Но зато покупают Яндекс.В этом плане напоминает мне одну страну. Тоже частично синего цвета.Можно смело говорить, что ВТБ — это банк безграничных возможностей для тех манагеров,кому нужны деньги, а несуществующая страна попрошайка — это безграничная страна, где денег уже просто нет.Когда я иду мимо ВТБ, меня всегда останавливают и просят дать деньги, как и в несуществующей стране попрошайкe— только там меня не останавливают, потому что страны уже нет.Если бы в несуществующей стране попрошайке был банк, то он бы, наверное, назывался «Бедный-бедный банк». БББ.Короче, я думаю — некая корреляция существует.Авто-репост. Читать в блоге>>>",YNDX
225,Все Верно,Детали реструктуризации Яндекса пока прорабатываются — Пресс-службаДЕТАЛИ ВОЗМОЖНОЙ РЕСТРУКТУРИЗАЦИИ ЯНДЕКСА ПОКА ПРОРАБАТЫВАЮТСЯ И БУДУТ ОПУБЛИКОВАНЫ ПОЗЖЕ — КОМПАНИЯ — ПРАЙМАвто-репост. Читать в блоге>>>,YNDX
226,Редактор Боб,"ВТБ интересуется покупкой доли в ""Яндексе"" в составе консорциума инвесторов, но сделка еще обсуждаетсяВТБ интересуется покупкой доли в «Яндексе» в составе консорциума инвесторов, сообщил глава банка Андрей Костин журналистам в рамках российско-китайского бизнес-форума.«По поводу „Яндекса“: мы участники большого консорциума, да», — сказал он.По словам Костина, доля ВТБ «еще будет обсуждаться».Костин не уточнил сумму потенциальной сделки и ее сроки, при этом на уточняющий вопрос, может ли быть решен вопрос покупки доли в «Яндексе» до конца года, ответил: «Я думаю, что конечно».www.interfax.ru/business/902700Авто-репост. Читать в блоге>>>",YNDX
227,Сергей Пирогов,"«Яндекс»: что происходит с компанией на самом делеВ пятницу появилась новость о том, что Алекперов и Потанин претендуют на 51% долю в российском «Яндексе», которая оценивается в 560-600 млрд руб. ($7-7,5 млрд). На этом фоне котировки «Яндекса» прибавили уже 11,6%. С точки зрения логики рост акций выглядит необоснованным. Давайте разбираться, почему так.Что эта новость на самом деле означает для акций «Яндекса»Нидерландская материнская структура, акции которой торгуются на Мосбирже и сейчас растут, продаст c большим дисконтом (около 30% к рыночной цене и 40-50% к справедливой стоимости, по нашей предварительной оценке) основной российский бизнес: сначала долю в размере 51%, а впоследствии предполагается полный выход. Для держателей акций нидерландской компании новость негативная: дешево продают основной бизнес в России, который генерирует денежный поток и, тем самым, поддерживает остальные экспериментальные убыточные сегменты.В результате сделки акционеры получат денежные средства на счетах нидерландской компании (которые вряд ли дойдут до держателей в России, даже если распределят дивиденд) и иностранные стартапы, которые остаются за материнской структурой. Как раз в обмен на иностранные стартапы Волож готов продавать российский бизнес с дисконтом.Авто-репост. Читать в блоге>>>",YNDX
