id,username,post,ticker
153,Heinrich Baur,"Heinrich Baur, я написал что это единственный критерий? Один из ориентиров было написано. Не надо домысливать. У каждого своя система. Если ...TRAKTOR, я написал «единственный достаточный». Других достаточных критериев вы не выделяли.",MGNT
154,TRAKTOR,"TRAKTOR, а если я так же случайно установлю, скажем, в лукойле ожидаемую див выплату в виде 10% fcf и неважно, при каком балансе эта выплата...Heinrich Baur, я написал что это единственный критерий? Один из ориентиров было написано. Не надо домысливать. У каждого своя система. Если у вас другая — бог в помощь, а я буду придерживаться своей.",MGNT
155,Heinrich Baur,"Heinrich Baur, потому-что это один из моих ориентиров. Если в расчёте на будущие дивы в 50% от ЧП, дивдоха получается ниже ставки ЦБ — 1,5%,...TRAKTOR, а если я так же случайно установлю, скажем, в лукойле ожидаемую див выплату в виде 10% fcf и неважно, при каком балансе эта выплата осуществляется, то у меня, по вашей формуле расчётов, получается даунсайд около 80% — нормальнальна аналитика, да?Если мы утверждаем единственным достаточным критерием определения будущей стоимости акций размер процента дивидендов на цену акций соотносимого со ставкой ЦБ, то тогда феномена оценки обыкновенных акций сургутнефтегаза или акций яндекса не должно было существовать, но он есть и с этим сложно не считается, но вам как-то удаётся. Ну типо, мне бы не пришло в голову говорить, что ао сургута на протяжении более чем десяти лет торгуется дорого — это слишком анти-интеллектуально, имхо.",MGNT
156,Сергей Пирогов,"Магнит: отчетность по МСФО и планы о выкупе 10% акцийВ пятницу после закрытия основной сессии торгов компания «Магнит» опубликовала отчетность по МСФО за 2022 г. и пресс-релиз за 1 кв. 2023 г., а также объявила ориентированную на нерезидентов оферту на выкуп 10% акций с дисконтом к рынку в размере 50%. На этой новости рост акций в моменте достигал 13%.Почему это важно? Компания не раскрывала результаты на протяжении последнего года, что повышало неопределенность относительно распределения высокого денежного потока: откладывалось решение вопроса с дивидендами и не была ясна мотивация действий мажоритарного акционера. Возник риск дальнейшего затягивания ситуации и снижения акций (в том числе в результате исключения из индекса Мосбиржи). Из-за этого компания торговалась с большим дисконтом, но «Магнит» пошел по позитивному сценарию.Коротко о финансовых результатахФинансовое положение ожидаемо сильное, на счетах компании денежные средства = 60% капитализации.— Выручка за 2022 г. выросла на 27% г/г, а за 1 кв. 2023 г. — на 9% г/г, что было на уровне нашего прогноза.Авто-репост. Читать в блоге>>>",MGNT
157,TRAKTOR,"TRAKTOR, зачем вы упорно продолжаете писать блажь с рандомными числами, типа 50% ЧП?Heinrich Baur, потому-что это один из моих ориентиров. Если в расчёте на будущие дивы в 50% от ЧП, дивдоха получается ниже ставки ЦБ — 1,5%, такие бумаги я не покупаю. Жду.",MGNT
158,Heinrich Baur,"Razb0rka, красная цена 3000? Это вы слишком. По моим прикидкам через год, при условии сохранении темпов и 50% ЧП на диви, дивдоха максимум 6...TRAKTOR, зачем вы упорно продолжаете писать блажь с рандомными числами, типа 50% ЧП?",MGNT
159,TRAKTOR,"RAZB0RKA отчета МАГНИТ по МСФО 1кв'23. Готовятся к поглощению?t.me/razb0rka/1574МагнитRazb0rka, красная цена 3000? Это вы слишком. По моим прикидкам через год, при условии сохранении темпов и 50% ЧП на диви, дивдоха максимум 6%. Если не будет единоразовых выплат. Ставка ЦБ 7,5%. Бумаги на сегодня переоценены рынком однозначно. Но 3000 по моему слишком дёшево. 4000 — 4200 самое то!",MGNT
160,Вася Баффет,"Почитал о Винокурове (Марафон Групп) — он производит впечатление разумного и умелого менеджера. Думается, под его «чутким руководством» акци...Va Chen, я бы не стал так однозначно негативно говорить о дивидендах как таковых. Это просто способ распределения прибыли. Их всего 3: курсовой рост, дивиденды и байбэк.",MGNT
161,Роман Бабанин,"Почитал о Винокурове (Марафон Групп) — он производит впечатление разумного и умелого менеджера. Думается, под его «чутким руководством» акци...Va Chen, верьте конечно, он жид хитрожопый, выкупит все за копейки, как я и говорил ранее, сейчас 10% это только посмотреть что получится, а потом остальные 40 у иностранцев, может еще дешевле))))))))",MGNT
162,Razb0rka,RAZB0RKA отчета МАГНИТ по МСФО 1кв'23. Готовятся к поглощению?t.me/razb0rka/1574Магнит,MGNT
163,Коварный Лис,"Возвращение Магнита к публикации финансовой отчетности позитивно для инвестиционного кейса компании — АтонМагнит: Результаты за 2022Совок...stanislava, Я только не понимаю откуда прибыль нарисовалась в 34.1 млрд..? Есть понимание у кого?",MGNT
164,Alexey Rondine,"Магнит: что вы с ним делали этим летом?Я предъявил в ПАО МАгнит Требование о Созыве ГОСА за 2022. Эмитент ожидаемо не ответил. Судиться в Краснодаре из Москвы логистически очень дорогоsmart-lab.ru/blog/906745.phpНаписал жалобу в ЦБ (жду ответа) с просьбой обратиться в надзорный орган о возбужении административного дела по ст.15.23.1 КОАП РФ.Развенчал мифы о мнимых фондах, который «сбрасывали» Магнитsmart-lab.ru/blog/910470.phpПопытался посчитать ЧП по «МСФО» Магнита в апреле 2023 задолго до выхода МСФО в июне (а заодно выявил все связи и изучил группу Магнит ручками) и был закидан яйцами блюстителями-трансформаторами МСФО)). Не настоящее МСФО, панимашь). Разница вышла на первый взгляд очень большая -в  50%, но после объяснения ниже, которые нужно учесть для сопоставимости с АППГ, погрешность получилась 6,15%.Еще я  4 раза торговал Магнит на основе вот таких построений:Авто-репост. Читать в блоге>>>",MGNT
165,Va Chen,"Почитал о Винокурове (Марафон Групп) — он производит впечатление разумного и умелого менеджера. Думается, под его «чутким руководством» акционерная стоимость Магнита в течение следующих 10 лет вырастет значительно. Только бы он дивиденды не платил, а лучше — сосредоточился бы на росте и развитии компании (байбэки — тоже хорошо:). Лично я на данный момент против дивидендов — лучше вкладываться в расширение и развитие. Есть же возможности. Кажется, Баффет говорил: «Дивиденды — это значит компания не знает куда вложить деньги, не знает как их преумножить, а потому просто раздает деньги акционерам: „типа, заберите их и сами делайте с ними, что хотите. у нас идей нет.“ Не случайно Беркшир никогда не платил дивы, а предпочитал вкладывать деньги в расширение и развитие (в крайнем случае — байбэчил немножко).Винокуров, мы в тебя верим!:)",MGNT
166,stanislava,"Текущая цена акций Магнита выглядит привлекательно - Ренессанс КапиталСильные результаты за 2022 год и предложение о выкупе акцийМагнит сделал два важных объявления. Во-первых, компания раскрыла результаты за 2022 год и 1кв23, которые показали исключительно сильную динамику свободного денежного потока в прошлом году, который эквивалентен ~25% рыночной капитализации. Во-вторых, Магнит объявил о предложении о выкупе до 10% акционерного капитала у нерезидентов с ~50% дисконтом к текущей цене акции; если оно будет принято, на наш взгляд, это должно привести к увеличению стоимости компании.Проблема с советом директоров остаётся, но учитывая сильную генерацию денежных средств в прошлом году, которая привела к значительному снижению долговой нагрузки, а также прогнозную доходность свободного денежного потока 16% / 19% в 2023 / 2024, мы считаем, что текущая цена акций Магнита выглядит привлекательно.Мы поднимаем нашу целевую цену до 7 500 руб. за акцию (с 7 000 руб.) и сохраняем рейтинг ПОКУПАТЬ.Панарин КириллЛазаричева Марьяна«Ренессанс Капитал»Авто-репост. Читать в блоге>>>",MGNT
167,ALEXXX444,Где ловить магнит? Долго ли будет коррекция,MGNT
168,Finmentor,"Что с Магнитом?!Коллеги, добрый день!☀️Магнит наконец-то опубликовал долгожданный отчет!💥☝️Дело в том, что был риск делистинга с биржи из-за отсутствия активности со стороны компании. По этой причине акции были под давлением в последний месяц!🥸📁Результаты за 2022 год:🔹Выручка выросла на +26.7% г/г до 2 352 млрд руб.🔹Рост продаж на +12.1%🔹Средний чек +10.3%🔹Трафик +1.6%🔹Расширение торговых площадей +5.3%🔹Валовая прибыль увеличилась на +23.2% г/г до 535.5 млрд руб. 🔹Валовая рентабельность составила 22.8%🔹EBITDA выросла на +20.4% г/г до 161.4 млрд руб.,🔹Чистая прибыль составила 34.1 млрд руб.,🔹Кэш на балансе по итогам 2022 года составил 236.5 млрд руб. (+39.5% г/г)📁Результаты за 1 квартал 2023 года:🔹Выручка компании увеличилась на +9.0% г/г до 596.8 млрд руб.🔹Сопоставимые продажи (LfL) выросли на +6.1% г/г🔹Средний чек +4.4%,🔹Посещаемость +1.6%🔹Увеличения торговой площади на +4.2% г/г.🔹В течение квартала компания открыла 504 магазина и обновила 303 магазина.🔹Валовая прибыль выросла на +5.5% г/г до 133.8 млрд руб.,Авто-репост. Читать в блоге>>>",MGNT
169,Жека Аксельрод,"Магнит 1кв 2023 Стратегический взгляд. Дивиденды. Историческая оценка.Компания наконец разродилась отчетом.Общая выручка выросла на 9,0% год к году до 596,8 млрд руб.;Чистая прибыльувеличилась на 41,3% год к году до 15,4 млрд руб.Авто-репост. Читать в блоге>>>",MGNT
170,stanislava,"Ралли в бумагах Магнита в конце прошлой недели оправдано - Промсвязьбанк«Магнит» вечером в пятницу неожиданно представил финансовую отчетность по МСФО за 1 квартал 2023 года.Выручка компании в отчетном периоде выросла на 9% г/г, до 596,8 млрд руб. Чистая розничная выручка составила 583,2 млрд руб. (+9% г/г), причем вклад форматов торговой марки Магнит в ней возрос до 88% (+2 п.п. за год) за счет как опережающего роста (+12,1 г/г) в первую очередь форматов магазины у дому и супермаркеты (формат дрогери показал рост лишь на 2,3%), так и некоторого сокращения выручки сети Дикси (-10% г/г). Последнее компания объяснила переформатированием части магазинов сети в магазины Магнит, что привело к снижению трафика в сети Дикси на 12%, со сдержанным ростом среднего чека (2,2% г/г). В целом по компании средний чек вырос на 3,9% г/г, трафик — на 5%. По сопоставимым магазинам соответствующие показатели выросли на 4,4% и 1,6% г/г, что привело к росту их выручки на 6,1%. EBITDA, по стандартам МСФО 17, снизилась 6,4% г/г, до 35,2 млрд рублей (по МСФО 17), рентабельность по EBITDA составила 5,9% против 6,9% годом ранее. Чистая прибыль по стандарту МСФО 17 выросла до 15,41 млрд руб. (+41,3% г/г), правда, в основном за счет прибыли от курсовых разниц. В отчетном периоде сеть расширилась на 504 предприятия и достигла 27909 магазинов.Авто-репост. Читать в блоге>>>",MGNT
171,stanislava,"Магнит представил относительно хорошие показатели за 1 квартал - АтонМагнит: Результаты за 1К23Выручка компании увеличилась на 9.0% г/г до 596.8 млрд руб. в результате роста сопоставимых (LfL) продаж на 6.1% г/г (средний чек +4.4%, посещаемость +1.6%) и увеличения торговой площади на 4.2% г/г. В течение квартала компания открыла 504 магазина на нетто-основе и обновила 303 магазина. Валовая прибыль по МСБУ 17 увеличилась на 5.5% г/г до 133.8 млрд руб., а валовая рентабельность составила 22.4% (-0.7 пп г/г) в результате активизации промо-кампаний и роста товарных потерь, при этом отрицательный результат был частично компенсирован снижением транспортных расходов. Показатель EBITDA сократился на 6.6% г/г до 35.4 млрд руб. при рентабельности 5.9% (-1.0 пп г/г) в основном в результате снижения валовой рентабельности. Чистые финансовые расходы выросли на 3.0% г/г до 3.8 млрд руб. Чистая прибыль увеличилась на 41.3% г/г до 15.4 млрд руб. за счет относительного снижения расходов на амортизацию (D &A) и чистых финансовых расходов, а также получения прибыли от курсовых разниц. Капзатраты сократились на 4.9% г/г до 11.5 млрд руб. на фоне замедления темпов роста. Отношение чистого долга к EBITDA составило 0.7x, не изменившись по сравнению с декабрем 2022.Авто-репост. Читать в блоге>>>",MGNT
172,Market Power,"⚡️Магнит притянул удачуВ пятницу мыписали,что Магнит выкупит до 10,2 млн акций у нерезидентов. Объясним подробнее, что это значит для компании и ее российских акционеров.🔹 Магнит выкупит бумаги по ₽2215 за штуку, и это вдвое ниже уровня, на котором бумаги торговались до закрытия в пятницу. То есть компания отдаст всего ₽22,6 млрд за пакет. Это крайне выгодно для российских акционеров.🔹Самый очевидный плюс в том, что, если выкупленный пакет погасят, доля прибыли на оставшиеся бумаги вырастет.👉Ликбез MP: как работает обратный выкуп❗️Ноэто далеко не все!🚀 У Магнита не было собрания акционеров из-за отсутствия кворума, потому что нерезиденты (по понятным причинам) не присутствовали. Из-за этого инвесторы сидят без дивидендов, а сама компанияполучила внушительного пинка отМосбиржи.🔸Если сейчас Магнит выкупит частичку компании у нерезидентов, это позволит решить проблему корпоративного управления, переизбрать Совет директоров и продолжать работу как нормальное ПАО, а не в режиме паузы.Авто-репост. Читать в блоге>>>",MGNT
173,Ant On,"Все приготовиться, 4750 затариваемся",MGNT
174,Dobryak,через полгода наконец то вышел в плюс,MGNT
175,Latyshev Eduard,"Короткая память или ...?!Магнит разгоняют и очевидно забыли о схеме с Уралкалием, когда мажоритарий нарастил свою долю без предъявления оферты.Что в голове у ‘Марафон Групп’  никто не знает, планы компания не раскрывает. Схема плавного перехода в частную компанию по типу ‘Детского мира’ тут также не исключена».Так что риск не оправдан (ИМХО).Авто-репост. Читать в блоге>>>",MGNT
176,stanislava,"Возвращение Магнита к публикации финансовой отчетности позитивно для инвестиционного кейса компании - АтонМагнит: Результаты за 2022Совокупная выручка Магнита в 2022 году выросла на 26.7% г/г до 2 352 млрд руб. при росте сопоставимых продаж на 12.1% (средний чек +10.3%, трафик +1.6%) и расширении торговых площадей на 5.3%. Валовая прибыль по IAS 17 увеличилась на 23.2% г/г до 535.5 млрд руб. Валовая рентабельность составила 22.8% (-0.6 пп г/г) — падение было обусловлено ростом интенсивности промо-акций и увеличением товарных потерь во второй половине года. EBITDA выросла на 20.4% г/г до 161.4 млрд руб., а рентабельность EBITDA составила 6.9% (-0.3 пп г/г) благодаря контролю SG &A-затрат. Чистые финансовые расходы увеличились на 7.6% г/г до 13.9 млрд руб. Чистая прибыль составила 34.1 млрд руб., а рентабельность чистой прибыли — 1.4% (-1.4 пп г/г) в том числе из-за обесценения гудвилл в размере 25.5 млрд руб. Чистые ДС от операционной деятельности за 2022 год составили 236.5 млрд руб. (+39.5% г/г). Капзатраты достигли 48.8 млрд руб. (-27.1% г/г). На конец 2022 соотношение чистый дол/ETBIDA составило 0.7x против 1.5x на конец 2021, денежные средства на балансе компании составили 314.9 млрд руб.Авто-репост. Читать в блоге>>>",MGNT
177,Palmer_smartlabru,"Palmer_smartlabru, от каких 315 ярдов? Можно подробнее?TRAKTOR, строка «Денежные средства и их эквиваленты» в отчете МСФО за 2022 год,а подробнее на стр. 60Отсюда еще видно, что выкуп объявлен в рамках суммы уже имеющейся на счетах иностранной валюты. Покупать валюту по текущим было бы дороже.",MGNT
178,Nordstream,"📈Магнит: рост за неделю на 20%В пятницуМагнитпорадовал хорошими новостями — вышла отчетность за 1 кв 2023 г результаты, которой вдохновили инвесторов, а также ритейлер фактически выставилофертуиностранным держателям бумаг — возможность нерезидентам продать свои акции по 2215 руб. Это позволит ритейлеру сделать часть акций казначейскими, со временем погасить их, и тем самым уменьшить количество акций в обращении.КотировкиМагнит в пятницу вечером отреагировали более, чем 5% ростом. Всего же за неделю начиная с 13-го июня котировки выросли на 20% с 4250 руб до 5100 руб за акцию. Поздравляем бычков-счастливчиков, которым удалось прокатиться в бумаге.Авто-репост. Читать в блоге>>>",MGNT
179,Евгений,хорошо открылись продавцов нету,MGNT
180,ольга ан,"ольга ан, Тебя забыл спросить. На рынке с 1998г а Ты дорогуша?РоманП., вот оно воспитание СССР. человек высокой культуры ТЫкает незнакомым",MGNT
181,С.В.,"С.В., очень жаль, что такой спор мой собеседник решил резюмировать потоком резкой шизы. Но мне не привыкать.Heinrich Baur, как и мне не привыкать к тому потоку бесполезной информации, идиотских прогнозов и активизации фантазеров стоит только акции пойти резко вверх или вниз. При этом из года в год всегда одни и те же фантазии и притягивание за уши какой-либо информации, которая была актуальна «вчера» и бесполезна для будущего.P.S. Спора никакого не было — опять фантазии (перечитай моё сообщение от 19.19 ранее внимательно — именно с него, додумав там то, чего в реальности не было, ты начал словесный понос, пытаясь давать советы человеку, которого вообще не знаешь, и на которой мне приходится отвечать!)… А то, как ты показательно скатился на оскорбление («слепошарый», «шиза») лишний раз только подтверждает, что из себя представляют некоторые участники данного форума. С ними не то, что спорить, в сортир то вместе ходить не рекомендуется.",MGNT
182,Анатолий Полубояринов,"Магнит снова публичныйМагнит вернулся к публичности, опубликовав результаты за 2022 год работы и 1-ый квартал 2023 года.Кроме этого компания осчастливила нерезидентов, предложив им продать 10,2 млн акции (10% акционерного капитала) за 2215 рублей.Котировки с этими событиями подбираются к значениям ноября — это период, когда Магнит начал закрываться от инвесторов.Авто-репост. Читать в блоге>>>",MGNT
183,Анатолий Полубояринов,"когда они пришли выкупать нерезидентов за полцены, я молчал — ведь я резидент…",MGNT
184,Heinrich Baur,"рассматривайте только бизнес и стоимость компании рыночную и балансовую Зачем, если этоПофиг, какая у него сейчас рыночная и балансовая ...С.В., очень жаль, что такой спор мой собеседник решил резюмировать потоком резкой шизы. Но мне не привыкать.",MGNT
185,С.В.,"сообщение на которое ты отвечалрассматривайте только бизнес и стоимость компании рыночную и балансовуюЗачем, если этоне содержало прогноз.Пофиг, какая у него сейчас рыночная и балансовая цена, т.к. здесь нет прогноза о том, какая она будет через какое-то время, а значит:стоит забыть и не иметь дело с инвестициямитем более, чтодивиденды платить не обязаны. Это их бизнес. Им виднее. Им решать платить или нет.В общем — «всё пальцем в небо».Heinrich Baur, и чего ты так возбудился то? Захотелось, чтобы я сравнилтеслу с газпромом, а я не оправдал твоих ожиданий?",MGNT
186,Heinrich Baur,"Heinrich Baur, не тебе мне давать советы, что мне делать. Я на ФР РФ с 2010 года и зарабатываю здесь реальные деньги, а не занимаюсь теориям...С.В., сообщение на которое ты отвечал не содержало прогноз.Так кто тут в сущности слепошарый фантазёр?А тезис про то, что никто не может знать будущего — это конечно безумно нетривиальная мысль, которая достойна быть озвучена в рандомной форумной ветке…",MGNT
187,С.В.,"… вам стоит забыть и не иметь дело с инвестициями...Heinrich Baur, не тебе мне давать советы, что мне делать. Я на ФР РФ с 2010 года и зарабатываю здесь реальные деньги, а не занимаюсь теориями.Опять фантазии: ты где-то увидел какие-то слова, которые я не писал, и сам в это поверил. Нет никаких сопоставлений, нет никаких ожиданий. Есть только факт того, что любой, кто дает здесь какие-то прогнозы, может ошибаться, т.к. БУДУЩЕЕ НИКТО НЕ ЗНАЕТ (в 249-й раз на этом форуме). Если и сейчас до тебя не доходит, о чём я пишу, то, прости уж, но здесь наука бессильна.",MGNT
188,Heinrich Baur,"Heinrich Baur, нет здесь никакого сравнения (количество фантазеров на этом форуме просто зашкаливает). Внимательно прочитайте, о чём речь. Е...С.В., из вашего комментария буквально следует отождествление ожиданий страждущих миноритариев аэрофлота и тех, кто на этой магнитной ветке форума сидит. Предметом сопоставления подобных ожиданий выступает специфика самих ожиданий. Сам вывод то какой чудесный у вас получается, мол: ожидать позитива в оценке стоимости (гарантий) не стоит потому, что есть примеры разочарований в этом плане по отношению к совершенно разным по своей природе вещам. Чудесно!В таком случае, вам стоит забыть и не иметь дело с инвестициями, ввиду самых разных прецедентов связанных с ними, иначе будете противоречить сами себе. Тогда вопрос, что вы забыли на форуме смартлаба?",MGNT
189,Мираж,"Дивы зажали бросили на выкуп у нерезиков 2215Андрей Остин, а что вы хотите?там БАЛАНСОВАЯ = 1025 р/акц, в 2 раза ниже этойоценочной, и годовой убыток, все кто напокупалросс. шлачков — ОЧНИТЕСЬ, вам впаривают тоннынавоза, по тройной цене./балансовая стоимость — это стоимость активовпосле вычета амортизации и накопленных убытковот его обесценения/",MGNT
190,С.В.,"С.В., может, вы ещё теслу с газпромом сравните? Для полноты анализа, так сказать.Heinrich Baur, нет здесь никакого сравнения (количество фантазеров на этом форуме просто зашкаливает). Внимательно прочитайте, о чём речь. Если непонятно, то просто проходим мимо — значит не дано.",MGNT
191,Андрей Остин,Дивы зажали бросили на выкуп у нерезиков 2215,MGNT
192,РоманП.,"РоманП., если тебе непонятно, то зачем ты на этом рынке? ничего там сложного нетольга ан, Тебя забыл спросить. На рынке с 1998г а Ты дорогуша?",MGNT
193,TAUREN,"🛒 Магнит (MGNT) - позитивные отчеты и выкуп акций у нерезидентов​​▫️Капитализация:510 млрд р (4909 р/акция)▫️Выручка 2022:2352 млрд (+26,7% г/г)▫️Валовая приб 2022:537 млрд (+23,5% г/г)▫️Опер. прибыль 2022:98 млрд р (-10% г/г)▫️скор. Чистая прибыль 2022:53,4 млрд (+11% г/г)▫️Net debt/EBITDA:2,2▫️скор. P/E TTM:8,8▫️P/E fwd 2023:9▫️fwd дивиденд за 2023:6%▫️fwd дивиденд за 2024:10%Все обзорыhttps://t.me/taurenin/1275👉 Компания 16.06.2023 предоставила данные по МСФО за 2022й год и1кв2023 + объявила о тендерном предложении по выкупу до 10% уставного капитала у иностранных инвесторов по цене 2215 р/акция.✅ Если предложение по выкупу акций будет реализовано полностью, то это будет практически байбэком, только акции будут куплены с огромным дисконтом и не на открытом рынке.Если учесть прямую выгоду для компании от данной сделки, то вполне оправдан был пятничный рост котировок на 5%(компания может выкупить 10% своих акций по цене 5%).👆 Нюансом будет является дальнейшая судьба выкупленных бумаг. Если они в краткосрочной перспективе будут погашены — это хорошо, однако не исключен вариант, что акции надолго зависнут у ООО «Магнит Альянс» или вовсе будут предложены рынку.Авто-репост. Читать в блоге>>>",MGNT
194,Heinrich Baur,"Помню, как несколько лет назад то же самое говорили про Аэрофлот. И не только про него. Успешность бизнеса и стоимость компании — это не пос...С.В., может, вы ещё теслу с газпромом сравните? Для полноты анализа, так сказать.",MGNT
195,С.В.,"… рассматривайте только бизнес и стоимость компании рыночную и балансовую...Помню, как несколько лет назад то же самое говорили про Аэрофлот. И не только про него. Успешность бизнеса и стоимость компании — это не постоянные гарантированные кем-то величины. Никто не знает будущего!",MGNT
196,TRAKTOR,"TRAKTOR, о каких дивидендах вообще речь? Вы о чём? Вы такой же недотрейдер, как 99% всех истерящих человекоподобных на этом форуме?Забудь...Дмитрий Zы, вы о себе? Нервничаете и хамите здесь вы. Иных истерящих не вижу.",MGNT
197,Conquistador,МАГНИТ ЭТО ШЛАК!!!,MGNT
198,TRAKTOR,"Ладно, убыл я. Хотел что-то новое прочесть про Магнит, но ничего нового не нашёл.",MGNT
199,TRAKTOR,"TRAKTOR, мажор владеет активом через ооошку, которая зарегестрированна в России.Heinrich Baur, если речь об ООО«Марафон Ритейл», то она принадлежит кипрской «Marathon Croud LTD».",MGNT
200,Heinrich Baur,"Heinrich Baur, мажор — не резидент. Какие диви? Или я прозевал новые изменения?TRAKTOR, мажор владеет активом через ооошку, которая зарегестрированна в России. Он не сможет, вероятно, получить деньги на головную структуру, однако если у него в планах скупка активов в РФ, на что могут понадобится дивидендные выплаты Магнита, то у него не составит промлемы реализовать это через свою прокладку.",MGNT
201,TRAKTOR,"TRAKTOR, может изъять из нераспределённой прибыли у своих дочек более 250 млрд. Тут нет смысла гадать, какого размера будут дивиденды, главн...Heinrich Baur, мажор — не резидент. Какие диви? Или я прозевал новые изменения?",MGNT
202,Heinrich Baur,"Heinrich Baur, а сколько он может выплатить? 10%, 100%, 200%?TRAKTOR, может изъять из нераспределённой прибыли у своих дочек более 250 млрд. Тут нет смысла гадать, какого размера будут дивиденды, главное, что они будут и лимит их потолка расширен как никогда.",MGNT
203,Finrange,"Акции Магнита в пятницу прибавили +8,5%. Почему компания не платила дивиденды?В конце апреля 2023 г. совет директоров Магнита рекомендовал не выплачивать дивиденды за 2021 г. После чего, за месяц котировки продуктового ритейлера упали на 15%.Затем, МосБиржа сообщила, что с 25 мая 2023 г. переведет акции Магнита из первого уровня листинга в третий. По словам биржи, понижение листинга связано с неустранением Магнитом допущенного нарушения по корпоративному управлению в установленный биржей срок.Долгое время мы не видели раскрытия информации отМагнита. В 2022 г. у ритейлера не состоялось ГОСА из-за отсутствия кворума. Магнит тогда все еще не раскрывал финансовую отчетность за 2022 г. по МСФО. Поэтому Московская биржа решила перевести их в третий уровень листинга.После новостей, Магнит сразу опубликовалфинрезультатыза I кв. этого года., но снова не раскрыл отчёт по МСФО, который более важный для нас, как инвесторов. Выручка за отчётный квартал снизилась на 24% год к году – до 138 млн руб. Чистая прибыль упала на 43% — до 118 млн руб. И снова тогда Магнит не подняли деньги от дочерних компаний. Тем не менее у компании была прибыль за 1,5 года, но деньги хранятся на балансе дочерней компании «Тандер», которые группа для чего-то копила.Авто-репост. Читать в блоге>>>",MGNT
204,TRAKTOR,"TRAKTOR, при чём здесь цифра в 50% от ЧП? У Магнита нет такой дивполитики.Heinrich Baur, а сколько он может выплатить? 10%, 100%, 200%?",MGNT
205,Heinrich Baur,"Дмитрий Zы, расцениваю как неудовлетворительную к текущей цене акций. 50% чистой прибыли на акцию меньше ставки ЦБ? Какая дивдоха сейчас, ес...TRAKTOR, при чём здесь цифра в 50% от ЧП? У Магнита нет такой дивполитики.",MGNT
206,TRAKTOR,"TRAKTOR, да, хороший. А в чём вы видите плохое? Где-то убыток? Где-то начали меньше зарабатывать?Словосочетание ""… нарастил выручку и чист...Дмитрий Zы, расцениваю как неудовлетворительную к текущей цене акций. 50% чистой прибыли на акцию меньше ставки ЦБ? Какая дивдоха сейчас, если выплатили бы 50% чистой прибыли? Чуть более 5%?",MGNT
